offering_id,department_id,department_name,is_engineering_accredited,curriculum_year,cohort_rule,curriculum_area,is_msc,year,year_label,semester,requirement_type_raw,requirement_type_normalized,is_curriculum_required,is_policy_required,is_effectively_required,required_reason,course_code,course_name_raw,course_name_canonical,is_design_course,credit_structure_raw,credits,lecture_hours,design_hours,practice_hours,source_document,source_table_index,source_row_index,normalization_note,quality_flag
OFF0377,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필(지정),required,1,0,1,교육과정표 필수,LA0504,일반화학실험1,일반화학실험1,0,1-0-0-2,1,0,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),493,6,,
OFF0378,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필(지정),required,1,0,1,교육과정표 필수,LA0509,일반화학실험2,일반화학실험2,0,1-0-0-2,1,0,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),493,6,,
OFF0379,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,2,2,1,교필(지정),required,1,0,1,교육과정표 필수,LA0511,공학수학1,공학수학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),493,8,,
OFF0380,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,2,2,2,교필(지정),required,1,0,1,교육과정표 필수,LA0512,공학수학2,공학수학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),493,8,,
OFF0381,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,0,전학년,1,전선,elective,0,0,0,,FP0001,지도교수상담,지도교수상담,0,0-0-0-0,0,0,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,2,,
OFF0382,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,0,전학년,2,전선,elective,0,0,0,,FP0001,지도교수상담,지도교수상담,0,0-0-0-0,0,0,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,2,,
OFF0383,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,1,1,2,전선,elective,0,1,1,공학교육인증 유지 전공의 창의입문설계 요건,HA0001,창의입문설계*,창의입문설계,1,3-0-3-0,3,0,3,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,3,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0384,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전필,required,1,0,1,교육과정표 필수,HA2002,화공양론*,화공양론,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,5,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0385,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전필,required,1,0,1,교육과정표 필수,HA2020,유기화학2*,유기화학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,5,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0386,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전필,required,1,0,1,교육과정표 필수,HA2021,물리화학2*,물리화학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,6,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0387,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,HA2003,유기화학1*,유기화학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,7,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0388,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전선,elective,0,0,0,,HA2022,에너지석유화학*,에너지석유화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,7,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0389,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,HA2004,물리화학1*,물리화학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,8,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0390,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전선,elective,0,0,0,,HA2023,분석화학,분석화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,8,,
OFF0391,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,HA2005,화공개론,화공개론,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,9,,
OFF0392,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전선,elective,0,0,0,,HA2024,생체의공학,생체의공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,9,,
OFF0393,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,HA2006,화공프로그래밍기초,화공프로그래밍기초,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,10,,
OFF0394,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,HA2007,나노바이오공학,나노바이오공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,11,,
OFF0395,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전필,required,1,0,1,교육과정표 필수,HA2008,열역학*,열역학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,13,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0396,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전필,required,1,0,1,교육과정표 필수,HA2025,열및물질전달*,열및물질전달,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,13,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0397,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전필,required,1,0,1,교육과정표 필수,HA2009,유체역학*,유체역학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,14,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0398,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전필,required,1,0,1,교육과정표 필수,HA2026,반응공학*,반응공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,14,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0399,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전필,required,1,0,1,교육과정표 필수,HA2010,화공실험1*,화공실험1,0,2-0-0-4,2,0,0,4,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,15,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0400,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전필,required,1,0,1,교육과정표 필수,HA2027,화공실험2*,화공실험2,0,2-0-0-4,2,0,0,4,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,15,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0401,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전선,elective,0,0,0,,HA2011,창의융합형화공설계*,창의융합형화공설계,1,3-0-3-0,3,0,3,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,16,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0402,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,HA2028,재료화학공학,재료화학공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,16,,
OFF0403,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전선,elective,0,0,0,,HA2012,신재생에너지공학,신재생에너지공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,17,,
OFF0404,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,HA2029,환경공학,환경공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,17,,
OFF0405,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전선,elective,0,0,0,,HA2013,고분자물성,고분자물성,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,18,,
OFF0406,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,HA2030,고분자가공,고분자가공,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,18,,
OFF0407,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전필,required,1,0,1,교육과정표 필수,HA2014,분리공정*,분리공정,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,20,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0408,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전필,required,1,0,1,교육과정표 필수,HA2015,종합설계1*,종합설계1,1,3-0-3-0,3,0,3,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,21,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0409,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,HA2016,공학연구1*,공학연구1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,22,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0410,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전선,elective,0,0,0,,HA2031,종합설계2*,종합설계2,1,3-0-3-0,3,0,3,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,22,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0411,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,HA2017,촉매공학,촉매공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,23,,
OFF0412,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전선,elective,0,0,0,,HA2032,공학연구2*,공학연구2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,23,원문 주석표시 * 제거,NORMALIZED_NAME
OFF0413,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,HA2018,공정제어,공정제어,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,24,,
OFF0414,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전선,elective,0,0,0,,HA2033,탄소소재,탄소소재,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,24,,
OFF0415,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,HA2019,반도체공정,반도체공정,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,25,,
OFF0416,CHEMENG,화학공학전공,1,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전선,elective,0,0,0,,HA2034,화학공정공학,화학공정공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),501,25,,
OFF0417,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,1,교필 (공통),required,1,0,1,교육과정표 필수,LA0299,글쓰기와발표,글쓰기와발표,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),517,2,,
OFF0418,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,2,교필 (공통),required,1,0,1,교육과정표 필수,LA0365,글로벌커뮤니케이션,글로벌커뮤니케이션,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),517,2,,
OFF0419,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,1,교필 (공통),required,1,0,1,교육과정표 필수,LA0366,디지털문해력,디지털문해력,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),517,3,,
OFF0420,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필(지정),required,1,0,1,교육과정표 필수,LA0500,대학수학1,대학수학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),518,2,,
OFF0421,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필(지정),required,1,0,1,교육과정표 필수,LA0505,대학수학2,대학수학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),518,2,,
OFF0422,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필(지정),required,1,0,1,교육과정표 필수,LA0501,일반물리학1,일반물리학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),518,3,,
OFF0423,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필(지정),required,1,0,1,교육과정표 필수,LA0506,일반물리학2,일반물리학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),518,3,,
OFF0424,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필(지정),required,1,0,1,교육과정표 필수,LA0502,일반물리학실험1,일반물리학실험1,0,1-0-0-2,1,0,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),518,4,,
OFF0425,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필(지정),required,1,0,1,교육과정표 필수,LA0507,일반물리학실험2,일반물리학실험2,0,1-0-0-2,1,0,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),518,4,,
OFF0426,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필(지정),required,1,0,1,교육과정표 필수,LA0503,일반화학1,일반화학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),518,5,,
OFF0427,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필(지정),required,1,0,1,교육과정표 필수,LA0508,일반화학2,일반화학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),518,5,,
OFF0428,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필(지정),required,1,0,1,교육과정표 필수,LA0504,일반화학실험1,일반화학실험1,0,1-0-0-2,1,0,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),518,6,,
OFF0429,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필(지정),required,1,0,1,교육과정표 필수,LA0509,일반화학실험2,일반화학실험2,0,1-0-0-2,1,0,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),518,6,,
OFF0430,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,0,전학년,1,전선,elective,0,0,0,,FP0001,지도교수상담,지도교수상담,0,0-0-0-0,0,0,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,2,,
OFF0431,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,0,전학년,2,전선,elective,0,0,0,,FP0001,지도교수상담,지도교수상담,0,0-0-0-0,0,0,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,2,,
OFF0432,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,1,1학년,2,전선,elective,0,0,0,,HA0001,창의입문설계,창의입문설계,1,3-0-3-0,3,0,3,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,3,,
OFF0433,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,1,전필,required,1,0,1,교육과정표 필수,HA3002,유기화학1,유기화학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,5,,
OFF0434,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,2,전필,required,1,0,1,교육과정표 필수,HA3006,무기화학1,무기화학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,5,,
OFF0435,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,1,전필,required,1,0,1,교육과정표 필수,HA3003,분석화학1,분석화학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,6,,
OFF0436,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,2,전필,required,1,0,1,교육과정표 필수,HA3008,물리화학2,물리화학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,6,,
OFF0437,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,1,전필,required,1,0,1,교육과정표 필수,HA3004,세포생물학1,세포생물학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,7,,
OFF0438,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,1,전필,required,1,0,1,교육과정표 필수,HA3007,재료화학1,재료화학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,8,,
OFF0439,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,1,전선,elective,0,0,0,,HA3001,물리화학1,물리화학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,9,,
OFF0440,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,2,전선,elective,0,0,0,,HA3009,유기화학2,유기화학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,9,,
OFF0441,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,1,전선,elective,0,0,0,,HA3005,생명공학개론,생명공학개론,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,10,,
OFF0442,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,2,전선,elective,0,0,0,,HA3010,분석화학2,분석화학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,10,,
OFF0443,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,2,전선,elective,0,0,0,,HA3011,세포생물학2,세포생물학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,11,,
OFF0444,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,2,전선,elective,0,0,0,,HA3012,물리화학실험,물리화학실험,0,2-0-0-4,2,0,0,4,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,12,,
OFF0445,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2학년,2,전선,elective,0,0,0,,HA3018,재료화학2,재료화학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,13,,
OFF0446,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,1,전필,required,1,0,1,교육과정표 필수,HA3013,화학생명소재실험1,화학생명소재실험1,0,2-0-0-4,2,0,0,4,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,15,,
OFF0447,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,2,전필,required,1,0,1,교육과정표 필수,HA3021,화학생명소재실험2,화학생명소재실험2,0,2-0-0-4,2,0,0,4,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,15,,
OFF0448,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,1,전필,required,1,0,1,교육과정표 필수,HA3014,생화학,생화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,16,,
OFF0449,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,1,전선,elective,0,0,0,,HA3015,무기화학2,무기화학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,17,,
OFF0450,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,2,전선,elective,0,0,0,,HA3017,화합물구조분석,화합물구조분석,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,17,,
OFF0451,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,1,전선,elective,0,0,0,,HA3016,구조화학,구조화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,18,,
OFF0452,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,2,전선,elective,0,0,0,,HA3022,생무기화학,생무기화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,18,,
OFF0453,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,1,전선,elective,0,0,0,,HA3019,기기분석,기기분석,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,19,,
OFF0454,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,2,전선,elective,0,0,0,,HA3023,분광학,분광학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,19,,
OFF0455,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,1,전선,elective,0,0,0,,HA3020,면역학,면역학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,20,,
OFF0456,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,2,전선,elective,0,0,0,,HA3024,유전공학,유전공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,20,,
OFF0457,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,1,전선,elective,0,0,0,,HA3025,고분자화학,고분자화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,21,,
OFF0458,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,2,전선,elective,0,0,0,,HA3026,전기화학공학,전기화학공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,21,,
OFF0459,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3학년,2,전선,elective,0,0,0,,HA3027,병태생리학,병태생리학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,22,,INFERRED_REQUIREMENT_FROM_PREVIOUS_ROW
OFF0460,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4학년,1,전선,elective,0,0,0,,HA3028,초분자화학,초분자화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,24,,
OFF0461,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4학년,2,전선,elective,0,0,0,,HA3034,효소화학,효소화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,24,,
OFF0462,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4학년,1,전선,elective,0,0,0,,HA3029,고체화학,고체화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,25,,
OFF0463,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4학년,2,전선,elective,0,0,0,,HA3035,나노융합화학,나노융합화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,25,,
OFF0464,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4학년,1,전선,elective,0,0,0,,HA3030,화장품공학,화장품공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,26,,
OFF0465,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4학년,2,전선,elective,0,0,0,,HA3036,나노의학개론,나노의학개론,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,26,,
OFF0466,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4학년,1,전선,elective,0,0,0,,HA3031,바이오융합화학,바이오융합화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,27,,
OFF0467,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4학년,2,전선,elective,0,0,0,,HA3037,화학생명소재심화탐구,화학생명소재심화탐구,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,27,,
OFF0468,CHEMBIO,화학생명소재전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4학년,1,전선,elective,0,0,0,,HA3032,에너지소재화학,에너지소재화학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),521,28,,
