offering_id,department_id,department_name,is_engineering_accredited,curriculum_year,cohort_rule,curriculum_area,is_msc,year,year_label,semester,requirement_type_raw,requirement_type_normalized,is_curriculum_required,is_policy_required,is_effectively_required,required_reason,course_code,course_name_raw,course_name_canonical,is_design_course,credit_structure_raw,credits,lecture_hours,design_hours,practice_hours,source_document,source_table_index,source_row_index,normalization_note,quality_flag
OFF0001,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,1,교필(공통),required,1,0,1,교육과정표 필수,LA0299,글쓰기와 발표,글쓰기와발표,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),73,2,공백 제거,NORMALIZED_NAME
OFF0002,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,2,교필(공통),required,1,0,1,교육과정표 필수,LA0366,디지털문해력,디지털문해력,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),73,2,,
OFF0003,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,1,교필(공통),required,1,0,1,교육과정표 필수,LA0365,글로벌커뮤니케이션,글로벌커뮤니케이션,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),73,3,,
OFF0004,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필(지정),required,1,0,1,교육과정표 필수,LA0500,대학수학1,대학수학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),73,4,,
OFF0005,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필(지정),required,1,0,1,교육과정표 필수,LA0505,대학수학2,대학수학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),73,4,,
OFF0006,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필(지정),required,1,0,1,교육과정표 필수,LA0501,일반물리학1,일반물리학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),73,5,,
OFF0007,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필(지정),required,1,0,1,교육과정표 필수,LA0508,일반물리학2,일반물리학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),73,5,,POSSIBLE_SOURCE_CODE_TYPO
OFF0008,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필(지정),required,1,0,1,교육과정표 필수,LA0503,일반화학1,일반화학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),73,6,,
OFF0009,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,2,2,1,교필(지정),required,1,0,1,교육과정표 필수,LA0510,공학수학,공학수학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),73,7,,
OFF0010,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,2,2,2,교필(지정),required,1,0,1,교육과정표 필수,LA0515,확률및통계,확률및통계,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),73,7,,
OFF0011,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,0,전학년,1,전선,elective,0,0,0,,FP0001,지도교수상담,지도교수상담,0,0-0-0-0,0,0,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,2,,
OFF0012,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,0,전학년,2,전선,elective,0,0,0,,FP0001,지도교수상담,지도교수상담,0,0-0-0-0,0,0,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,2,,
OFF0013,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,1,1,2,전필,required,1,0,1,교육과정표 필수,AA1011,스마트그린빌딩의 이해,스마트그린빌딩의이해,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,3,공백 제거,NORMALIZED_NAME
OFF0014,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,1,1,1,전선,elective,0,0,0,,AA0001,건축토목환경공학개론,건축토목환경공학개론,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,4,,
OFF0015,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,1,1,2,전선,elective,0,0,0,,AA1012,건축과컴퓨터,건축과컴퓨터,0,3-2-0-2,3,2,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,4,,
OFF0016,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전필,required,1,0,1,교육과정표 필수,AA1021,공학역학,공학역학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,6,,
OFF0017,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전필,required,1,0,1,교육과정표 필수,AA1025,재료역학,재료역학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,6,,
OFF0018,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전필,required,1,0,1,교육과정표 필수,AA1026,건축시공계획,건축시공계획,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,7,,
OFF0019,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전필,required,1,0,1,교육과정표 필수,AA1027,건축환경,건축환경,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,8,,
OFF0020,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,AA1022,건축재료,건축재료,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,9,,
OFF0021,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전선,elective,0,0,0,,AA1028,건축공학창의설계,건축공학창의설계,1,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,9,,
OFF0022,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,AA1023,건축구조시스템,건축구조시스템,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,10,,
OFF0023,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,AA1024,건축공학 창의적 컴퓨팅,건축공학창의적컴퓨팅,0,3-2-0-2,3,2,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,11,공백 제거,NORMALIZED_NAME
OFF0024,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전필,required,1,0,1,교육과정표 필수,AA1031,건축구조역학1,건축구조역학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,13,,
OFF0025,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전필,required,1,0,1,교육과정표 필수,AA1036,강구조,강구조,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,13,,
OFF0026,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전필,required,1,0,1,교육과정표 필수,AA1032,철근콘크리트1,철근콘크리트1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,14,,
OFF0027,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전필,required,1,0,1,교육과정표 필수,AA1037,건축융합시스템설계1(종합설계),건축융합시스템설계1(종합설계),1,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,14,,
OFF0028,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전필,required,1,0,1,교육과정표 필수,AA1033,건축설비,건축설비,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,15,,
OFF0029,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전필,required,1,0,1,교육과정표 필수,AA1034,건축시공,건축시공,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,16,,
OFF0030,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전선,elective,0,0,0,,AA1035,구조계획,구조계획,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,17,,
OFF0031,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,AA1038,건축프로젝트경영,건축프로젝트경영,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,17,,
OFF0032,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,AA1039,건축구조역학2,건축구조역학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,18,,
OFF0033,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,AA1040,철근콘크리트2,철근콘크리트2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,19,,
OFF0034,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,AA1041,건축적산,건축적산,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,20,,
OFF0035,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,AA1042,스마트컨스트럭션,스마트컨스트럭션,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,22,,
OFF0036,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전선,elective,0,0,0,,AA1046,구조해석및실습,구조해석및실습,0,3-2-0-2,3,2,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,22,,
OFF0037,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,AA1043,건축프로젝트기획및실습,건축프로젝트기획및실습,0,3-2-0-2,3,2,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,23,,
OFF0038,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전선,elective,0,0,0,,AA1047,건축융합시스템설계3(종합설계),건축융합시스템설계3(종합설계),1,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,23,,
OFF0039,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,AA1044,건축융합시스템설계2(종합설계),건축융합시스템설계2(종합설계),1,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,24,,
OFF0040,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전선,elective,0,0,0,,AA1048,건축법규,건축법규,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,24,,
OFF0041,ARCH,건축공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,AA1045,건물에너지시스템,건물에너지시스템,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),74,25,,
OFF0042,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,1,교필 (공통),required,1,0,1,교육과정표 필수,LA0299,글쓰기와발표,글쓰기와발표,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,2,,
OFF0043,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,2,교필 (공통),required,1,0,1,교육과정표 필수,LA0366,디지털문해력,디지털문해력,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,2,,
OFF0044,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,1,교필 (공통),required,1,0,1,교육과정표 필수,LA0365,글로벌커뮤니케이션,글로벌커뮤니케이션,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,3,,
OFF0045,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필 (지정),required,1,0,1,교육과정표 필수,LA0500,대학수학1,대학수학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,4,,
OFF0046,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필 (지정),required,1,0,1,교육과정표 필수,LA0505,대학수학2,대학수학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,4,,
OFF0047,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필 (지정),required,1,0,1,교육과정표 필수,LA0501,일반물리학1,일반물리학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,5,,
OFF0048,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필 (지정),required,1,0,1,교육과정표 필수,LA0506,일반물리학2,일반물리학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,5,,
OFF0049,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,1,교필 (지정),required,1,0,1,교육과정표 필수,LA0503,일반화학1,일반화학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,6,,
OFF0050,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,1,1,2,교필 (지정),required,1,0,1,교육과정표 필수,LA0516,컴퓨터프로그래밍언어,컴퓨터프로그래밍언어,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,6,,
OFF0051,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,2,2,1,교필 (지정),required,1,0,1,교육과정표 필수,LA0510,공학수학,공학수학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,8,,
OFF0052,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,academic_foundation_msc,1,2,2,2,교필 (지정),required,1,0,1,교육과정표 필수,LA0515,확률및통계,확률및통계,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),113,8,,
OFF0053,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,0,전학년,1,전선,elective,0,0,0,,FP0001,지도교수상담,지도교수상담,0,0-0-0-0,0,0,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,2,,
OFF0054,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,0,전학년,2,전선,elective,0,0,0,,FP0001,지도교수상담,지도교수상담,0,0-0-0-0,0,0,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,2,,
OFF0055,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,1,1,1,전선,elective,0,0,0,,AA0001,건축토목환경공학개론,건축토목환경공학개론,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,3,,
OFF0056,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,1,1,2,전선,elective,0,0,0,,AA3001,공업역학,공업역학,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,3,,
OFF0057,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전필,required,1,0,1,교육과정표 필수,AA3002,측량학및실습1,측량학및실습1,0,3-2-0-2,3,2,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,5,,
OFF0058,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전필,required,1,0,1,교육과정표 필수,AA3008,상하수도공학,상하수도공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,5,,
OFF0059,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전필,required,1,0,1,교육과정표 필수,AA3003,토목CAD,토목CAD,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,6,,
OFF0060,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전필,required,1,0,1,교육과정표 필수,AA3009,암반역학,암반역학,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,6,,
OFF0061,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,AA3004,스마트물공학의이해,스마트물공학의이해,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,7,,
OFF0062,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전선,elective,0,0,0,,AA3010,기초수리학,기초수리학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,7,,
OFF0063,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,AA3005,재료역학1,재료역학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,8,,
OFF0064,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전선,elective,0,0,0,,AA3011,측량학및실습2,측량학및실습2,0,3-2-0-2,3,2,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,8,,
OFF0065,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,AA3006,토목지질학,토목지질학,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,9,,
OFF0066,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전선,elective,0,0,0,,AA3012,재료역학2,재료역학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,9,,
OFF0067,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,1,전선,elective,0,0,0,,AA3007,건설재료학,건설재료학,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,10,,
OFF0068,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전선,elective,0,0,0,,AA3030,지리정보시스템,지리정보시스템,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,10,,
OFF0069,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,2,2,2,전선,elective,0,0,0,,AA3014,구조BIM,구조BIM,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,11,,
OFF0070,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전필,required,1,0,1,교육과정표 필수,AA3015,토질역학및실험1,토질역학및실험1,0,3-2-0-2,3,2,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,13,,
OFF0071,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전필,required,1,0,1,교육과정표 필수,AA3021,구조역학2,구조역학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,13,,
OFF0072,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전필,required,1,0,1,교육과정표 필수,AA3016,철근콘크리트공학및실험1,철근콘크리트공학및실험1,0,3-2-0-2,3,2,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,14,,
OFF0073,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전필,required,1,0,1,교육과정표 필수,AA3022,도시환경수문학,도시환경수문학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,14,,
OFF0074,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전선,elective,0,0,0,,AA3017,구조역학1,구조역학1,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,15,,
OFF0075,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,AA3023,철근콘크리트공학2,철근콘크리트공학2,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,15,,
OFF0076,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전선,elective,0,0,0,,AA3018,도로공학,도로공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,16,,
OFF0077,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,AA3024,토질역학및실험2,토질역학및실험2,0,3-2-0-2,3,2,0,2,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,16,,
OFF0078,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전선,elective,0,0,0,,AA3019,물디지털트윈모델링,물디지털트윈모델링,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,17,,
OFF0079,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,AA3025,토목시공및공정설계,토목시공및공정설계,1,3-1-2-0,3,1,2,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,17,,
OFF0080,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,1,전선,elective,0,0,0,,AA3020,해안공학,해안공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,18,,
OFF0081,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,AA3026,스마트물환경네트워크설계,스마트물환경네트워크설계,1,3-1-2-0,3,1,2,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,18,,
OFF0082,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,3,3,2,전선,elective,0,0,0,,AA3027,전산지반모델링,전산지반모델링,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,19,,
OFF0083,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전필,required,1,0,1,교육과정표 필수,AA3028,졸업논문1 (Capstone Design1),졸업논문1(CapstoneDesign1),0,2-0-0-4,2,0,0,4,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,21,공백 제거,NORMALIZED_NAME
OFF0084,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전필,required,1,0,1,교육과정표 필수,AA3034,졸업논문2 (Capstone Design2),졸업논문2(CapstoneDesign2),0,2-0-0-4,2,0,0,4,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,21,공백 제거,NORMALIZED_NAME
OFF0085,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,AA3029,스마트교량공학,스마트교량공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,22,,
OFF0086,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전선,elective,0,0,0,,AA3035,컴퓨터수치해석,컴퓨터수치해석,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,22,,
OFF0087,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,AA3013,드론정보시스템,드론정보시스템,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,23,,
OFF0088,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전선,elective,0,0,0,,AA3036,마이다스구조해석,마이다스구조해석,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,23,,
OFF0089,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,AA3031,구조물계획과디자인,구조물계획과디자인,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,24,,
OFF0090,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,2,전선,elective,0,0,0,,AA3037,디지털사진측량,디지털사진측량,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,24,,
OFF0091,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,AA3032,기초공학,기초공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,25,,
OFF0092,CIVIL,토목공학전공,0,2026,2025학년도 이후 입학자 기준,major,0,4,4,1,전선,elective,0,0,0,,AA3033,기후변화적응수자원공학,기후변화적응수자원공학,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),116,26,,
OFF0093,IND,산업공학전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,1,교필 (기초교양),required,1,0,1,교육과정표 필수,LA0299,글쓰기와발표,글쓰기와발표,0,2-2-0-0,2,2,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),228,2,,
OFF0094,IND,산업공학전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,2,교필 (기초교양),required,1,0,1,교육과정표 필수,LA0365,글로벌커뮤니케이션,글로벌커뮤니케이션,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),228,2,,
OFF0095,IND,산업공학전공,0,2026,2025학년도 이후 입학자 기준,general_common,0,1,1,2,교필 (기초교양),required,1,0,1,교육과정표 필수,LA0366,디지털문해력,디지털문해력,0,3-3-0-0,3,3,0,0,2026학년도 교육과정 운영기준 및 편성표(2026.02.27.),228,3,,
